NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20223029,2022,5,2.91,42,2,97,0,0
20223030,2023,7,3.39,63,0,72,1,0
20223031,2023,5,1.81,104,3,83,1,1
20223032,2023,3,3.06,87,2,72,0,1
20223033,2021,8,2.99,49,0,60,1,0
20223034,2022,7,2.44,52,4,95,0,1
20223035,2022,3,2.7,139,3,77,1,0
20223036,2022,7,2.29,112,3,92,0,1
20223037,2021,2,3.38,53,1,97,1,0
20223038,2021,4,3.07,139,3,65,1,1
20223039,2022,3,2.87,49,4,76,0,1
20223040,2021,7,2.59,79,3,63,0,1
20223041,2022,4,2.38,62,1,73,0,1
20223042,2021,3,3.45,138,3,89,0,1
20223043,2023,6,2.7,94,3,79,0,1
20223044,2023,7,2.8,102,1,67,1,0
20223045,2022,6,2.84,110,3,61,1,1
20223046,2021,2,2.7,81,2,96,0,0
20223047,2021,7,2.31,138,3,63,0,1
20223048,2023,8,2.04,105,0,69,1,1
20223049,2023,2,2.0,118,0,79,1,0
20223050,2021,4,3.31,112,2,94,0,1
20223051,2021,3,2.25,86,3,69,0,1
20223052,2021,5,1.91,120,4,87,0,1
20223053,2021,2,3.4,91,3,74,1,1
20223054,2021,5,2.11,57,0,95,1,0
20223055,2021,5,3.05,118,1,60,1,0
20223056,2022,3,2.48,57,2,81,1,0
20223057,2021,4,2.05,63,1,86,0,1
20223058,2023,3,2.63,62,4,88,0,1
20223059,2022,7,1.83,51,3,74,0,1
20223060,2021,2,3.48,62,4,69,1,1
20223061,2023,5,2.83,60,1,79,1,0
20223062,2022,3,2.08,103,3,81,0,1
20223063,2023,3,2.27,129,4,68,0,1
20223064,2021,3,2.7,111,0,91,1,0
20223065,2021,2,2.18,133,0,76,0,1
20223066,2021,4,2.34,73,2,78,0,1
20223067,2021,8,2.87,41,0,99,1,0
20223068,2022,3,3.47,108,0,86,0,0
20223069,2022,2,2.6,70,1,96,1,0
20223070,2023,5,3.23,136,0,93,0,0
20223071,2021,7,3.55,107,0,69,0,1
20223072,2023,8,2.23,109,1,89,0,1
20223073,2022,6,3.41,126,0,80,1,0
20223074,2021,8,3.31,58,0,80,1,0
20223075,2021,8,2.51,111,2,93,1,0
20223076,2022,2,3.78,52,0,68,1,0
20223077,2022,6,2.33,104,0,93,0,1
20223078,2022,3,2.31,45,2,71,1,1
20223079,2022,3,3.34,110,1,80,0,0
20223080,2022,8,2.67,66,0,79,0,0
20223081,2021,2,2.46,118,4,65,0,1
20223082,2022,6,2.16,91,1,95,0,1
20223083,2021,3,3.33,137,1,71,0,1
20223084,2021,5,3.37,126,0,90,0,0
20223085,2022,4,2.93,87,2,61,0,1
20223086,2022,4,3.71,127,1,75,1,0
20223087,2021,3,2.44,118,2,60,0,1
20223088,2022,6,2.24,138,4,63,1,1
20223089,2022,7,3.15,107,2,60,0,1
20223090,2022,3,3.32,83,3,94,1,0
20223091,2023,7,2.25,56,2,72,0,1
20223092,2021,7,1.95,134,1,90,1,0
20223093,2023,6,3.42,77,2,79,0,0
20223094,2022,7,3.75,49,2,66,1,0
20223095,2023,5,3.09,93,3,99,1,0
20223096,2022,6,2.36,130,3,92,1,1
20223097,2023,3,3.79,45,0,87,0,0
20223098,2022,8,3.59,45,1,79,0,0
20223099,2023,5,2.83,91,0,91,1,0
20223100,2023,2,3.45,54,3,68,1,1
20223101,2023,4,3.43,107,2,93,0,0
20223102,2021,3,3.67,96,3,73,0,1
20223103,2023,3,3.48,95,4,63,0,1
20223104,2021,3,3.09,46,2,88,0,0
20223105,2022,5,3.02,90,0,74,0,1
20223106,2023,2,2.73,97,2,76,1,0
20223107,2022,8,3.05,103,4,78,1,0
20223108,2022,6,3.39,65,3,97,1,0
20223109,2023,2,3.74,97,1,68,1,0
20223110,2021,5,2.73,70,1,86,0,1
20223111,2023,3,2.95,105,1,74,0,1
20223112,2022,4,2.69,131,3,96,1,0
20223113,2022,3,3.14,52,1,87,0,0
20223114,2023,6,3.06,57,4,63,0,1
20223115,2021,7,1.84,133,3,80,1,1
20223116,2021,4,2.88,114,1,93,1,0
20223117,2022,3,1.98,52,0,78,0,1
20223118,2022,8,1.85,63,3,96,1,1
20223119,2021,4,3.38,96,3,63,0,1
20223120,2023,7,2.32,68,2,96,1,1
20223121,2022,2,2.48,95,1,91,0,0
20223122,2021,5,1.93,93,0,71,1,1
20223123,2022,3,2.16,44,4,75,0,1
20223124,2023,6,3.33,74,3,73,0,1
20223125,2021,2,2.79,58,4,60,0,1
20223126,2022,3,3.56,94,4,91,1,0
20223127,2023,2,2.59,116,4,80,0,1
20223128,2022,6,2.34,108,2,63,0,1
20223129,2023,3,2.5,83,4,68,1,1
20223130,2023,7,3.23,117,1,81,1,0
20223131,2021,7,2.91,77,1,71,0,1
20223132,2023,6,3.61,101,0,89,0,0
20223133,2022,4,3.0,61,0,89,1,0
20223134,2023,6,2.79,112,4,91,1,0
20223135,2023,4,3.37,79,4,95,0,1
20223136,2021,3,3.7,65,2,66,0,1
20223137,2023,4,2.51,44,4,76,1,0
20223138,2023,3,2.3,132,4,60,0,1
20223139,2022,3,3.03,93,4,73,0,1
20223140,2021,8,2.8,125,3,97,0,1
20223141,2021,5,3.78,88,3,85,1,0
20223142,2021,3,2.72,42,2,86,1,0
20223143,2023,4,1.95,131,2,75,0,1
20223144,2021,5,3.75,77,1,66,0,1
20223145,2023,5,3.49,53,2,91,0,0
20223146,2023,3,2.16,86,1,84,1,0
20223147,2022,6,3.61,53,4,90,0,1
20223148,2022,6,2.48,114,2,75,1,0
20223149,2022,7,2.55,112,2,73,0,1
20223150,2022,5,3.61,77,2,84,1,0
20223151,2022,3,2.86,103,1,89,0,0
20223152,2023,8,2.08,83,1,66,1,1
20223153,2023,6,2.54,109,0,71,1,0
20223154,2021,8,3.24,104,1,62,0,1
20223155,2023,3,2.15,64,1,86,1,0
20223156,2023,3,2.98,55,3,78,0,1
20223157,2022,5,3.19,54,2,96,1,0
20223158,2023,8,2.49,137,1,66,0,1
20223159,2022,7,3.19,120,2,75,1,0
20223160,2021,5,3.57,42,2,91,1,0
20223161,2021,2,2.74,106,3,67,0,1
20223162,2023,8,2.57,76,2,72,1,0
20223163,2021,6,2.3,120,1,70,0,1
20223164,2023,6,3.01,94,2,79,0,0
20223165,2021,6,3.56,77,0,77,0,1
20223166,2022,4,2.45,102,0,96,1,0
20223167,2022,3,2.59,40,3,65,1,1
20223168,2022,5,2.61,110,1,79,1,0
20223169,2022,6,2.92,129,3,91,0,1
20223170,2023,2,2.26,58,0,88,0,1
20223171,2021,6,3.44,91,1,63,1,1
20223172,2023,7,2.39,69,2,66,0,1
20223173,2022,3,3.21,94,1,79,1,0
20223174,2023,8,2.83,53,4,93,1,0
20223175,2021,3,2.97,52,1,95,0,0
20223176,2023,8,2.16,123,2,66,0,1
20223177,2021,8,3.27,129,4,92,0,1
20223178,2023,5,2.18,66,3,74,0,1
20223179,2021,4,2.03,128,1,91,1,0
20223180,2021,8,2.89,48,3,81,0,1
20223181,2022,8,3.22,80,1,99,0,0
20223182,2021,5,1.9,87,0,88,0,1
20223183,2022,6,1.94,51,0,84,1,0
20223184,2022,7,3.41,49,2,64,0,1
20223185,2022,2,3.42,45,0,73,0,1
20223186,2023,5,2.29,73,4,94,1,1
20223187,2023,4,3.03,91,4,61,1,1
20223188,2023,5,2.69,80,1,84,1,0
20223189,2023,3,3.07,122,3,75,0,1
20223190,2021,6,3.53,45,4,75,1,0
20223191,2021,6,1.96,41,1,70,1,1
20223192,2023,8,3.36,54,3,94,0,1
20223193,2021,6,2.79,56,0,82,0,0
20223194,2021,6,2.93,55,1,64,1,0
20223195,2022,6,3.11,67,3,94,0,1
20223196,2022,6,3.65,124,2,88,0,0
20223197,2022,2,1.91,111,2,64,1,1
20223198,2022,4,1.86,49,4,62,0,1
20223199,2021,8,2.16,49,3,65,0,1
20223200,2023,6,3.77,49,2,82,1,0
20223201,2021,8,3.23,112,4,61,1,1
20223202,2021,4,3.03,67,1,77,0,0
20223203,2021,7,1.89,63,1,89,1,0
20223204,2022,6,3.56,58,3,97,1,0
20223205,2022,8,3.43,136,3,64,0,1
20223206,2022,5,3.13,107,3,70,0,1
20223207,2023,8,2.48,95,3,60,0,1
20223208,2021,6,1.94,106,2,69,1,1
20223209,2023,3,2.96,81,2,85,1,0
20223210,2022,2,3.24,51,4,92,0,1
20223211,2023,5,1.99,57,2,86,0,1
20223212,2021,5,3.07,62,1,71,0,1
20223213,2021,3,2.37,123,4,61,0,1
20223214,2022,6,3.33,45,2,60,1,0
20223215,2022,2,2.88,92,3,60,1,1
20223216,2023,5,2.06,137,2,92,1,0
20223217,2022,2,2.85,81,0,81,1,0
20223218,2022,5,2.59,105,4,71,1,1
20223219,2021,6,2.16,69,2,98,1,0
20223220,2022,7,3.48,48,2,95,0,1
20223221,2022,5,1.82,130,1,80,1,0
20223222,2021,7,2.42,81,3,79,1,0
20223223,2021,5,1.83,73,3,95,1,1
20223224,2023,4,1.99,79,1,85,1,0
20223225,2022,6,2.39,127,1,90,0,1
20223226,2021,3,1.91,56,0,60,0,1
20223227,2023,7,2.99,68,4,97,1,0
20223228,2023,3,1.97,139,3,73,0,1
20223229,2022,6,3.2,89,1,85,0,0
20223230,2022,8,1.91,115,1,66,0,1
20223231,2023,3,1.92,134,4,71,0,1
20223232,2021,6,2.41,88,1,83,1,0
20223233,2023,3,3.59,112,0,78,1,0
20223234,2022,7,3.08,100,4,68,1,1
20223235,2021,4,3.34,122,0,94,1,0
20223236,2021,3,2.08,85,2,63,1,1
20223237,2023,7,3.47,85,3,91,0,1
20223238,2022,5,1.82,56,1,65,1,1
20223239,2023,6,2.23,105,4,87,1,1
20223240,2023,2,3.03,44,0,87,0,0
20223241,2023,8,2.55,93,3,99,0,1
20223242,2021,2,3.77,55,3,88,1,0
20223243,2021,6,1.86,120,1,64,0,1
20223244,2022,4,3.8,130,3,64,1,1
20223245,2022,3,3.05,46,1,96,0,0
20223246,2023,4,2.92,47,2,87,1,0
20223247,2023,2,1.92,111,1,68,1,1
20223248,2023,8,2.35,126,0,88,1,0
20223249,2022,7,3.65,135,3,73,1,1
20223250,2021,8,2.51,121,3,97,0,1
20223251,2021,6,3.12,77,3,99,1,0
20223252,2023,6,3.8,93,1,93,1,0
20223253,2023,4,2.33,115,4,96,1,1
20223254,2023,7,2.95,54,1,73,1,1
20223255,2023,4,3.19,131,0,77,0,0
20223256,2022,3,2.13,89,1,92,0,1
20223257,2021,5,2.1,95,3,93,1,1
20223258,2023,7,2.71,134,2,87,1,0
20223259,2022,5,2.57,48,0,95,0,0
20223260,2023,8,3.23,47,2,96,1,0
20223261,2023,3,1.94,58,0,82,1,0
20223262,2021,5,3.74,90,0,76,0,0
20223263,2023,2,1.83,111,3,70,0,1
20223264,2021,8,3.0,137,1,91,0,0
20223265,2021,5,2.93,96,3,96,1,0
20223266,2021,3,2.07,107,3,74,1,1
20223267,2022,5,2.1,70,3,63,1,1
20223268,2022,6,3.39,42,2,98,1,0
20223269,2021,4,3.58,138,0,89,0,0
20223270,2023,2,2.37,122,4,69,0,1
20223271,2021,6,2.68,82,1,82,0,0
20223272,2023,6,2.51,68,3,83,0,1
20223273,2021,3,1.95,49,0,95,1,0
20223274,2023,4,3.15,51,1,64,1,1
20223275,2022,4,3.45,85,4,96,0,1
20223276,2023,7,2.41,69,4,78,1,0
20223277,2021,8,3.78,133,3,96,0,1
20223278,2022,2,1.95,121,4,67,0,1
20223279,2023,8,3.12,127,4,66,1,1
20223280,2023,3,2.7,71,1,99,1,0
20223281,2023,2,2.69,112,1,72,1,0
20223282,2023,7,2.72,86,3,96,1,0
20223283,2023,5,2.32,127,0,86,1,0
20223284,2022,6,3.23,102,3,77,1,0
20223285,2022,2,3.24,65,2,83,1,0
20223286,2022,8,2.36,42,4,61,1,1
20223287,2022,6,3.47,62,0,75,0,1
20223288,2021,3,2.43,114,1,73,0,1
20223289,2022,8,3.25,113,2,76,1,0
20223290,2023,5,2.04,89,2,65,1,1
20223291,2023,3,2.14,75,4,94,0,1
20223292,2022,5,2.43,52,1,76,0,0
20223293,2023,5,2.99,68,0,97,0,0
20223294,2022,6,3.09,77,1,99,0,0
20223295,2023,3,2.59,116,4,65,1,1
20223296,2021,3,1.96,129,2,97,0,1
20223297,2021,2,2.55,123,4,80,0,1
20223298,2022,8,3.18,44,3,94,0,1
20223299,2022,3,3.14,59,2,82,0,0
20223300,2022,2,2.12,117,4,71,1,1
20223301,2023,4,1.82,53,0,88,0,1
20223302,2022,4,3.31,47,0,86,1,0
20223303,2021,4,2.01,87,0,65,1,1
20223304,2023,7,1.96,52,3,80,1,1
20223305,2022,3,1.81,63,1,66,1,1
20223306,2023,7,2.67,118,0,75,1,0
20223307,2023,8,2.81,104,3,64,0,1
20223308,2022,3,3.08,125,0,74,1,1
20223309,2023,2,2.39,73,3,80,0,1
20223310,2021,7,3.22,90,0,63,0,1
20223311,2021,7,2.14,42,1,64,1,1
20223312,2023,8,3.46,129,4,66,1,1
20223313,2022,7,2.94,117,0,94,0,1
20223314,2023,5,2.97,97,4,95,1,1
20223315,2021,2,2.22,111,0,74,1,1
20223316,2023,4,1.95,94,1,87,1,0
20223317,2023,2,2.73,119,4,61,0,1
20223318,2021,5,3.03,81,3,64,0,1
20223319,2023,8,1.99,60,0,66,1,1
20223320,2023,8,3.7,49,0,81,1,0
20223321,2022,3,3.76,96,3,90,1,0
20223322,2022,2,2.89,64,1,91,0,0
20223323,2021,8,3.7,95,2,67,1,1
20223324,2021,7,2.16,77,0,70,1,1
20223325,2021,8,1.85,125,3,60,1,1
20223326,2022,8,1.88,100,2,99,1,0
20223327,2021,8,2.98,86,0,78,0,0
20223328,2021,8,1.92,93,4,97,1,1
20223329,2021,4,3.72,85,3,96,1,0
20223330,2022,4,2.08,107,4,66,0,1
20223331,2023,3,2.41,43,1,98,1,0
20223332,2021,8,3.45,133,2,84,1,0
20223333,2023,2,2.24,105,3,81,0,1
20223334,2021,5,2.29,132,0,86,1,0
20223335,2023,3,3.08,82,0,97,0,0
20223336,2022,2,2.35,101,2,98,1,0
20223337,2022,8,2.23,139,4,74,1,1
20223338,2021,6,2.31,124,4,61,1,1
20223339,2023,8,2.78,124,3,67,0,1
20223340,2022,4,3.73,124,3,65,1,1
20223341,2021,5,3.46,43,4,79,0,1
20223342,2021,7,2.37,104,3,86,0,1
20223343,2022,5,2.53,101,4,82,0,1
20223344,2022,7,2.73,129,2,99,0,0
20223345,2021,5,3.76,41,3,76,0,1
20223346,2023,4,2.14,48,4,72,0,1
20223347,2023,7,2.51,96,3,63,1,1
20223348,2023,2,3.26,84,0,79,1,0
20223349,2021,7,3.73,57,0,84,1,0
20223350,2022,3,2.11,87,1,81,1,1
20223351,2021,2,2.25,81,4,76,0,1
20223352,2022,3,2.25,80,1,99,1,0
20223353,2023,8,1.84,114,4,70,1,1
20223354,2023,5,3.01,128,3,84,0,1
20223355,2022,2,3.14,129,4,64,1,1
20223356,2022,5,3.01,97,0,80,0,0
20223357,2021,8,1.94,139,3,85,1,1
20223358,2023,6,1.94,81,0,75,1,0
20223359,2021,5,2.22,74,3,99,0,1
20223360,2021,8,2.38,77,4,80,1,1
20223361,2021,5,3.37,106,4,91,1,0
20223362,2023,8,2.12,80,0,63,1,1
20223363,2021,3,1.89,138,2,97,1,0
20223364,2021,8,2.59,89,4,67,0,1
20223365,2021,7,2.63,125,2,68,1,0
20223366,2021,6,2.7,111,3,76,0,1
20223367,2021,5,3.45,118,2,72,0,1
20223368,2021,8,2.0,84,0,68,1,1
20223369,2023,8,3.21,110,1,65,0,1
20223370,2021,5,2.48,58,1,86,1,0
20223371,2022,6,2.42,56,0,96,0,0
20223372,2021,6,3.67,104,1,98,0,0
20223373,2021,8,2.3,132,0,83,0,1
20223374,2023,2,3.09,116,4,68,0,1
20223375,2023,3,2.35,95,2,70,1,1
20223376,2022,6,2.81,132,1,94,1,0
20223377,2022,6,3.37,80,4,88,1,1
20223378,2023,4,3.56,81,1,67,1,0
20223379,2023,7,3.48,45,3,76,0,1
20223380,2021,6,2.96,108,0,66,1,0
20223381,2023,3,2.3,137,0,71,1,1
20223382,2022,7,3.12,114,4,74,1,1
20223383,2021,7,3.22,112,3,88,0,1
20223384,2022,5,1.82,79,2,83,0,1
20223385,2021,5,2.68,80,3,96,0,1
20223386,2023,5,3.49,48,3,73,0,1
20223387,2022,5,2.78,47,2,70,0,1
20223388,2021,4,2.42,83,2,94,1,0
20223389,2021,6,3.54,97,3,76,0,1
20223390,2023,5,2.11,106,1,86,1,0
20223391,2023,8,2.21,52,1,62,0,1
20223392,2023,2,3.17,58,3,61,0,1
20223393,2022,5,2.5,137,1,63,0,1
20223394,2021,6,3.23,135,2,77,0,0
20223395,2023,5,2.12,88,2,79,0,1
20223396,2022,4,2.3,119,1,80,0,1
20223397,2022,3,2.11,139,2,73,1,1
20223398,2022,3,3.71,121,0,67,0,1
20223399,2023,6,2.61,117,2,61,0,1
20223400,2023,8,2.47,69,3,85,1,0
20223401,2021,3,1.83,105,4,78,0,1
20223402,2021,3,2.11,116,1,87,0,1
20223403,2023,2,2.64,130,1,88,1,0
20223404,2022,6,1.94,98,2,64,1,1
20223405,2022,8,2.82,92,2,87,0,0
20223406,2022,6,2.71,91,4,85,0,1
20223407,2021,3,3.33,120,4,64,0,1
20223408,2022,3,3.12,70,3,74,0,1
20223409,2021,3,2.69,54,0,68,0,1
20223410,2021,7,2.25,59,3,91,0,1
20223411,2022,4,3.25,44,1,85,1,0
20223412,2022,5,3.22,46,2,96,1,0
20223413,2023,4,2.11,57,3,74,1,1
20223414,2023,6,3.63,95,2,63,1,0
20223415,2022,2,1.93,114,2,95,0,1
20223416,2021,5,1.91,135,3,79,1,1
20223417,2021,2,2.17,130,3,86,0,1
20223418,2021,8,3.62,129,4,80,0,1
20223419,2021,7,2.84,84,0,81,1,0
20223420,2021,6,3.38,67,4,66,0,1
20223421,2023,7,2.26,89,0,90,1,0
20223422,2022,6,2.78,41,3,76,1,0
20223423,2023,2,2.52,123,0,66,1,0
20223424,2021,2,3.46,107,1,78,1,0
20223425,2021,2,1.85,116,4,87,1,1
20223426,2021,6,2.29,63,4,69,0,1
20223427,2021,3,2.11,87,4,86,1,1
20223428,2022,2,3.52,84,2,72,0,1
20223429,2021,7,2.74,132,2,61,0,1
20223430,2022,8,2.61,97,3,81,0,1
20223431,2021,5,2.7,75,3,79,0,1
20223432,2022,6,3.74,41,2,64,1,0
20223433,2023,7,3.5,57,4,65,0,1
20223434,2021,4,3.21,88,2,94,1,0
20223435,2022,8,2.38,47,0,60,0,1
20223436,2023,4,2.13,97,4,94,1,1
20223437,2021,5,3.64,54,2,62,1,0
20223438,2021,3,2.65,56,3,95,1,0
20223439,2021,2,2.36,62,2,66,1,1
20223440,2022,6,2.74,105,1,88,1,0
20223441,2022,7,3.64,109,2,74,0,1
20223442,2023,2,2.57,132,4,70,0,1
20223443,2022,7,2.93,66,2,77,0,0
20223444,2022,6,3.41,76,3,63,0,1
20223445,2021,4,2.65,88,0,83,1,0
20223446,2021,2,2.27,103,1,70,0,1
20223447,2021,5,3.79,73,4,65,0,1
20223448,2021,3,3.71,57,3,77,0,1
20223449,2021,5,3.49,103,1,74,0,1
20223450,2021,3,3.18,113,2,62,0,1
20223451,2021,8,2.39,83,1,76,1,0
20223452,2023,7,3.63,56,0,92,1,0
20223453,2023,2,2.35,98,1,93,0,1
20223454,2023,2,3.4,52,1,89,1,0
20223455,2023,8,3.64,91,2,78,0,0
20223456,2021,3,3.01,99,2,68,1,0
20223457,2023,4,3.41,81,4,99,1,0
20223458,2021,6,3.38,130,2,90,0,0
20223459,2023,5,2.19,103,1,86,1,0
20223460,2022,8,3.14,105,0,84,0,0
20223461,2023,7,1.99,73,2,66,0,1
20223462,2023,8,2.82,134,4,66,1,1
20223463,2021,5,2.12,126,4,79,1,1
20223464,2023,5,2.63,110,1,95,1,0
20223465,2022,7,3.47,103,2,78,1,0
20223466,2021,7,3.77,72,2,61,0,1
20223467,2021,2,2.44,51,4,93,0,1
20223468,2023,5,2.86,115,2,76,0,0
20223469,2021,6,2.82,58,1,83,0,0
20223470,2021,6,3.71,48,0,68,0,1
20223471,2021,3,2.76,113,1,60,0,1
20223472,2021,8,3.2,56,2,87,1,0
20223473,2021,7,3.64,89,1,74,0,1
20223474,2021,2,2.55,78,3,80,0,1
20223475,2022,6,3.6,80,3,74,1,1
20223476,2023,4,3.63,49,2,82,1,0
20223477,2022,2,3.66,51,2,61,0,1
20223478,2021,2,2.34,118,0,95,0,1
20223479,2021,6,2.6,134,1,68,1,0
20223480,2023,4,3.54,54,0,61,0,1
20223481,2022,3,2.52,67,2,61,1,0
20223482,2023,6,3.0,43,2,77,1,0
20223483,2022,4,2.04,75,4,76,1,1
20223484,2021,2,1.91,104,0,67,0,1
20223485,2023,4,2.62,137,2,93,0,0
20223486,2023,2,2.96,86,3,93,1,0
20223487,2021,8,2.59,120,4,64,1,1
20223488,2023,6,2.96,78,1,88,0,1
20223489,2022,7,2.83,77,4,87,0,1
20223490,2022,6,3.17,83,1,75,0,0
20223491,2022,8,3.1,90,3,73,1,1
20223492,2022,5,2.65,136,1,61,1,0
20223493,2021,5,2.65,124,0,99,1,0
20223494,2023,5,2.08,65,1,63,0,1
20223495,2022,6,2.83,75,1,90,1,0
20223496,2021,3,2.97,108,4,85,1,0
20223497,2023,6,2.75,136,3,86,1,0
20223498,2023,8,2.45,40,1,93,0,0
20223499,2021,8,3.24,92,0,90,1,0
20223500,2021,7,1.95,45,4,70,1,1
20223501,2022,4,3.63,76,3,67,0,1
20223502,2023,6,1.84,41,3,71,1,1
20223503,2023,6,3.72,108,2,94,0,1
20223504,2021,2,2.72,129,0,93,0,0
20223505,2023,8,2.63,80,4,72,1,1
20223506,2022,2,2.31,90,4,86,0,1
20223507,2023,2,1.82,86,0,67,1,1
20223508,2021,6,2.35,52,3,80,0,1
20223509,2021,3,2.02,115,1,70,1,1
20223510,2022,4,3.12,108,0,81,0,0
20223511,2022,4,2.44,105,4,80,0,1
20223512,2023,8,3.33,98,0,87,0,0
20223513,2023,7,2.21,107,3,62,1,1
20223514,2021,8,3.6,98,2,66,1,0
20223515,2022,3,2.85,130,2,73,1,0
20223516,2022,3,2.03,49,1,74,0,1
20223517,2022,4,2.6,52,1,68,0,1
20223518,2023,5,2.21,41,3,66,1,1
20223519,2022,2,2.2,129,1,71,1,1
20223520,2021,2,2.81,54,2,78,0,1
20223521,2021,4,3.14,85,3,86,0,1
20223522,2023,8,3.62,96,3,77,0,1
20223523,2023,3,2.8,49,3,72,1,1
20223524,2022,8,3.73,61,0,60,0,1
20223525,2023,7,3.68,128,1,97,1,0
20223526,2021,5,3.53,118,4,80,0,1
20223527,2022,4,2.8,116,2,93,1,0
20223528,2021,2,2.08,47,1,72,0,1
20223529,2022,6,2.24,60,2,82,0,1
20223530,2023,8,3.1,124,1,60,1,0
20223531,2022,3,2.64,61,4,82,0,1
20223532,2022,6,2.09,136,2,87,0,1
20223533,2021,7,2.76,84,4,91,0,1
20223534,2021,4,1.83,130,2,67,1,1
20223535,2022,8,3.27,79,0,85,0,0
20223536,2023,2,1.95,61,0,73,1,1
20223537,2023,8,3.06,69,2,83,0,0
20223538,2021,5,3.39,101,2,88,0,1
20223539,2023,6,2.07,112,4,63,1,1
20223540,2021,5,2.84,84,3,77,1,0
20223541,2023,7,3.36,74,2,73,1,0
20223542,2022,2,2.32,121,1,86,1,0
20223543,2021,6,2.13,81,1,62,1,1
20223544,2021,7,2.47,44,1,89,1,0
20223545,2022,5,2.91,66,0,95,0,0
20223546,2021,5,2.95,109,4,82,0,1
20223547,2023,6,2.06,101,0,77,0,1
20223548,2023,2,2.72,71,1,99,0,0
20223549,2021,5,2.34,47,2,69,1,1
20223550,2023,4,3.48,124,1,71,0,1
20223551,2021,7,2.43,57,2,67,0,1
20223552,2022,6,3.48,117,4,91,0,1
20223553,2021,3,2.66,54,3,76,1,1
20223554,2022,3,3.25,65,2,73,1,0
20223555,2023,2,2.82,92,0,96,0,0
20223556,2022,4,3.04,83,1,68,1,0
20223557,2023,5,2.59,71,1,85,0,0
20223558,2021,3,3.34,67,1,83,1,0
20223559,2023,2,2.65,78,2,82,0,0
20223560,2021,7,2.71,71,4,90,1,0
20223561,2021,4,2.84,116,2,98,0,0
20223562,2022,4,3.46,118,0,61,0,1
20223563,2022,8,3.12,57,1,77,1,0
20223564,2022,2,2.5,109,2,75,1,0
20223565,2022,2,3.14,50,1,88,1,0
20223566,2023,8,3.08,71,0,70,1,0
20223567,2023,5,3.66,59,3,61,0,1
20223568,2023,2,3.48,136,3,73,0,1
20223569,2021,8,3.09,79,3,63,0,1
20223570,2023,5,2.48,47,1,98,0,0
20223571,2023,5,3.36,74,2,93,0,0
20223572,2023,6,2.95,108,1,98,0,0
20223573,2022,4,3.77,138,4,68,0,1
20223574,2023,7,2.3,117,2,99,0,1
20223575,2021,4,1.96,60,0,66,1,1
20223576,2022,4,1.94,63,3,76,0,1
20223577,2021,6,3.08,56,2,82,1,0
20223578,2023,5,3.68,57,2,70,1,0
20223579,2022,5,1.8,137,3,81,1,1
20223580,2021,2,3.25,51,0,77,1,0
20223581,2023,6,3.11,55,1,87,0,0
20223582,2021,2,3.26,43,1,75,1,0
20223583,2021,6,2.51,128,2,63,0,1
20223584,2021,2,3.44,73,3,95,0,1
20223585,2023,3,1.89,131,4,81,1,1
20223586,2023,8,3.31,85,0,70,0,1
20223587,2021,4,2.33,114,1,80,0,1
20223588,2022,4,2.75,116,0,99,1,0
20223589,2022,7,3.45,70,0,75,1,0
20223590,2023,8,2.34,64,0,68,0,1
20223591,2023,5,2.17,113,3,94,0,1
20223592,2023,7,3.16,63,3,93,0,1
20223593,2023,3,2.87,104,3,68,0,1
20223594,2023,7,2.83,64,2,72,1,0
20223595,2022,4,2.31,67,3,65,1,1
20223596,2023,5,1.87,75,2,63,1,1
20223597,2021,3,2.62,121,1,87,1,0
20223598,2021,4,2.01,45,1,70,0,1
20223599,2022,8,3.61,105,1,93,1,0
20223600,2021,2,1.88,106,1,94,0,1
20223601,2022,6,2.66,111,1,64,0,1
20223602,2022,3,1.9,134,3,98,1,1
20223603,2021,5,1.99,87,4,70,0,1
20223604,2023,7,3.12,122,3,71,0,1
20223605,2021,8,3.09,109,4,78,0,1
20223606,2021,7,1.87,117,3,72,1,1
20223607,2022,3,1.8,106,1,63,0,1
20223608,2021,8,1.96,87,0,73,0,1
20223609,2022,5,3.33,104,4,61,0,1
20223610,2023,3,2.97,83,0,67,0,1
20223611,2023,5,1.88,133,1,81,1,0
20223612,2023,7,2.78,102,4,72,1,1
20223613,2021,4,3.22,85,0,80,0,0
20223614,2022,8,3.54,58,3,80,0,1
20223615,2023,2,3.67,103,1,87,0,0
20223616,2022,4,2.45,122,3,92,1,0
20223617,2022,2,2.07,112,3,88,1,1
20223618,2023,7,2.27,110,1,96,0,1
20223619,2023,8,3.35,89,4,81,0,1
20223620,2022,4,3.74,102,2,85,1,0
20223621,2023,4,2.73,80,2,70,0,1
20223622,2022,3,2.41,46,1,70,1,1
20223623,2022,6,2.66,48,2,93,0,0
20223624,2023,7,2.41,43,0,78,0,0
20223625,2021,5,2.31,128,4,96,0,1
20223626,2023,7,2.99,88,3,73,0,1
20223627,2021,5,1.83,115,3,88,1,1
20223628,2022,8,2.32,45,1,78,1,0
20223629,2022,5,3.12,121,3,96,1,0
20223630,2021,2,1.86,60,0,80,0,1
20223631,2022,5,1.97,54,0,83,0,1
20223632,2021,5,2.39,106,1,85,1,0
20223633,2021,3,3.56,105,3,71,1,1
20223634,2022,4,3.33,95,2,78,0,0
